Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Liberia,MtCO2e,0.45,0.37,0.4,0.42,0.42,0.42,0.43,0.45,0.49,0.4,0.43,0.45,0.45,0.48,0.56,0.67,0.69,0.64,0.54,0.54,0.73,0.85,0.95,0.91,1.22,1.26,1.41,1.26,1.32
Libya,MtCO2e,36.09,33.32,30.3,30.84,35.91,37.49,39.4,38.94,39.9,38.06,39.87,41.43,43.6,44.28,45.49,49.13,49.37,46.29,51.47,53.81,57.23,38.05,52.3,54.99,59.7,53.84,51.18,56.81,58.94
Liechtenstein,MtCO2e,0.2,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.23,0.23,0.22,0.21,0.22,0.23,0.23,0.23,0.23,0.2,0.22,0.21,0.19,0.18,0.19,0.19,0.16,0.16,0.15,0.16,0.14
Lithuania,MtCO2e,32.22,34.29,19.98,15.74,14.81,13.74,14.23,13.92,14.71,12.25,10.51,11.15,11.22,11.23,11.91,12.83,13.02,13.21,13.06,11.69,12.6,11.84,11.93,11.33,10.86,11.07,11.2,11.22,11.59
Luxembourg,MtCO2e,11.32,11.78,11.46,11.67,10.84,8.68,8.76,8.27,7.59,7.95,8.58,9.14,9.84,10.26,11.68,11.94,11.74,11.14,11.04,10.46,11.06,10.93,10.69,10.15,9.65,9.13,8.86,9,9.32
Macedonia,MtCO2e,8.59,8.38,8.59,8.89,8.59,8.57,10.11,9.04,9.88,9.14,8.82,8.99,8.43,9.21,8.92,9.36,9.37,9.81,9.58,8.96,8.73,9.64,9.13,8.24,7.78,7.48,7.39,7.86,7.37
Madagascar,MtCO2e,0.89,0.95,0.96,1,1.21,1.37,1.31,1.42,1.63,1.67,1.65,1.67,1.12,1.55,1.65,1.71,1.64,1.72,1.78,1.69,1.87,2.19,2.74,2.93,3.05,3.32,3.22,3.5,3.37
Malawi,MtCO2e,0.72,0.79,0.79,0.88,0.91,0.91,0.91,0.95,0.92,0.96,0.88,0.88,0.86,0.88,0.91,0.91,0.93,0.98,1.1,1.12,1.04,1.14,1.12,1.21,1.1,1.2,1.36,1.5,1.57
Malaysia,MtCO2e,56.19,63.33,68.87,71.19,77,83.88,95.71,102.5,103.04,111.82,121.65,126.77,136.33,143.81,157.47,166.41,172.68,188.34,201.13,181.02,199.11,201.67,203.28,219.82,231.68,232.55,228.64,222.89,239.62
Maldives,MtCO2e,0.16,0.16,0.23,0.2,0.2,0.26,0.28,0.34,0.31,0.43,0.46,0.48,0.61,0.53,0.74,0.71,0.87,0.87,0.87,0.91,0.96,1.01,1.14,1.13,1.36,1.35,1.75,1.81,1.91
Mali,MtCO2e,0.42,0.43,0.45,0.46,0.47,0.47,0.49,0.53,0.77,0.8,1.41,1.61,1.4,1.4,1.48,1.65,1.89,2.07,2.08,2.51,2.78,3.12,3.11,3.05,3.12,3.41,4.42,5.05,5.62
Malta,MtCO2e,2.32,2.21,2.17,2.81,2.51,2.38,2.32,2.47,2.37,2.41,2.13,2.49,2.32,2.61,2.6,2.62,2.65,2.71,2.72,2.5,2.58,2.57,2.71,2.37,2.35,1.65,1.35,1.52,1.55
Marshall Islands,MtCO2e,FALSE,FALSE,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.12,0.11,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.17,0.18,0.19
Mauritania,MtCO2e,0.84,0.86,0.89,0.91,0.95,1,1.06,1.05,0.99,1.11,1.12,1.18,1.27,1.3,1.41,1.45,1.46,1.72,1.8,1.99,2.07,2.19,2.4,2.2,2.52,2.95,2.81,3.8,4
Mauritius,MtCO2e,1.16,1.25,1.32,1.47,1.51,1.55,1.61,1.62,1.79,2.2,2.43,2.57,2.61,2.75,2.77,2.96,3.3,3.4,3.47,3.42,3.66,3.64,3.73,3.82,3.95,3.96,4.04,4.17,4.13
Mexico,MtCO2e,267.7,286.1,289.76,300.83,325.98,306.52,326.08,349.23,373.12,360.47,384.48,382.76,388.74,407,414.19,432.39,449.71,462.41,477.41,461.76,468.94,480.96,480.71,469.86,458.32,472.59,479.25,471.81,472.14
Micronesia,MtCO2e,FALSE,FALSE,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.13,0.15,0.14,0.16,0.16,0.16,0.14,0.14,0.12,0.13,0.11,0.12,0.13,0.14,0.14,0.15,0.17,0.17,0.18
Moldova,MtCO2e,30.53,24.6,20.32,17.41,14.14,12.14,10.4,9.58,8.65,7.35,6.71,7.02,7.18,7.77,7.78,8.18,7.98,8.14,8.15,7.64,8.3,8.35,8.14,7.18,7.71,8.02,8.14,8.16,8.59
Mongolia,MtCO2e,12.97,14.76,12.86,11.85,10.32,10.28,8.69,8.52,8.55,8.61,9,8.97,9.6,9.31,9.56,11.06,12.42,13.02,12.97,13.64,14.31,15.73,17.14,18.38,18.12,17.3,18.17,19.47,21.32
Montenegro,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2.18,2.1,2.69,1.75,2.58,2.54,2.33,2.27,2.22,2.36,2.11,2.23,2.52
Morocco,MtCO2e,21.73,23.45,25.26,25.98,28.13,29.2,28.89,30.32,31.05,32.6,33.29,36.92,38.27,38.21,42.17,44.49,46.19,47.73,50.18,50.54,53.66,57.79,60.15,59.72,61.16,63.15,63.08,65.93,66.68
Mozambique,MtCO2e,1.12,0.94,1.1,1.29,1.1,1.17,1.16,1.29,1.24,1.23,1.43,1.41,1.57,1.91,1.91,1.71,1.86,2.23,2.24,2.51,2.72,3.2,3.07,3.46,4.47,5.64,5.79,6.02,6.64
Myanmar,MtCO2e,4.19,4.12,4.29,4.81,5.65,6.94,7.31,7.25,7.91,9.04,9.6,8.51,8.43,10.87,10.51,11.08,10.21,10.52,8.03,7.63,8.28,8.58,11.79,13.59,17.04,19.01,21.89,31.4,32.52
Namibia,MtCO2e,FALSE,1.12,1.22,1.42,1.64,1.77,1.92,1.97,2.02,1.98,1.94,2.46,2.13,2.27,2.38,2.52,2.54,2.62,2.96,3.03,3.13,3.32,3.54,3.82,4,4.27,4.36,4.33,4.25
Nauru,MtCO2e,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.06,0.07,0.07
Nepal,MtCO2e,0.94,1.18,1.23,1.41,1.74,1.89,1.96,2.19,2.32,3.12,3.22,3.47,2.79,3.02,2.81,3.19,2.62,2.69,2.99,3.88,4.64,5.2,6,6.09,7.13,6.46,9.34,11.03,12.03
Netherlands,MtCO2e,148.35,154.47,153.26,158.27,157.42,164.34,173.92,166.48,166.92,161.64,162.3,167.4,167.5,170.46,172.16,167.97,163.71,164.63,165.39,160.54,171.16,158.87,157.52,157.12,149.89,158.11,158.27,155.91,151.17
New Zealand,MtCO2e,22.31,22.61,24.39,23.91,24.28,24.38,25.5,27.82,27.34,28.71,29.5,31.72,31.58,33.44,32.87,34.26,34.31,33.39,34.37,31.32,31.13,30.35,32.01,31.75,31.79,32.19,31.18,32.92,32.21
Nicaragua,MtCO2e,1.93,1.92,2.24,2.2,2.53,2.65,2.82,3.02,3.52,3.54,3.77,3.93,4.06,4.53,4.5,4.3,4.51,4.67,4.46,4.39,4.51,4.77,4.68,4.49,4.76,5.27,5.38,5.4,5.21
Niger,MtCO2e,0.6,0.57,0.53,0.6,0.58,0.56,0.64,0.65,0.7,0.68,0.67,0.66,0.7,0.76,0.79,0.76,0.75,0.82,0.86,1.08,1.37,1.41,1.89,1.79,1.98,1.97,1.97,2.07,2.29
Nigeria,MtCO2e,67.85,75.57,86.4,84.41,80.53,81.54,87.18,83.54,76.64,74.66,76.07,85.15,86.11,88.68,88.63,98.44,92.2,90.13,91.53,74.24,90.73,102.09,100.68,110.72,116.2,108.15,108.42,112.92,130.67
Niue,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
North Korea,MtCO2e,123.37,117.35,104.7,96.71,88.75,83.42,74.01,67.52,60.94,66.58,71.82,74.39,71.2,72.73,74.32,77.59,78.94,65.64,72.83,55.36,51.62,37.04,38.5,27.82,31.42,25.3,30.09,22.38,18.12
Norway,MtCO2e,29.2,27.26,30.45,32.03,33.67,33.1,34.05,35.81,37.53,39.37,34.08,34.78,34.47,37.12,37.46,36.37,37.36,38,37.07,37.45,41.86,40.16,39.11,38.21,38.28,38.64,37.95,36.9,37.35
Oman,MtCO2e,11.89,16.1,14.9,14.08,13.81,15.6,15.82,17.24,17.28,20.43,22.54,25.28,26.94,27.67,27.52,27.87,37.52,41.03,40.08,42.73,46.47,52.38,58.65,60.99,64.47,68.3,69.54,69.9,73.37
Pakistan,MtCO2e,61.05,60.31,66.92,73.74,76.25,82.73,85.82,89.31,90.17,98.75,98.37,99.81,102.3,105.66,118.65,121.67,132.48,146.25,142.16,145.14,140.62,141.64,143.75,145.1,153.67,163.59,180.57,197.7,208.37
Palau,MtCO2e,FALSE,FALSE,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.22,0.22,0.22,0.23,0.26,0.25,0.24,0.21,0.2,0.21,0.22,0.21,0.22,0.22,0.22,0.26,0.27,0.29
Panama,MtCO2e,2.69,3.13,3.64,3.8,4.04,4.36,4.41,4.64,5.72,5.01,5.28,6.22,5.41,5.53,5.61,7.12,7.49,7.48,7.3,8.7,9.19,9.99,10.46,10.61,11.28,10.7,10.77,10.25,10.14
Papua New Guinea,MtCO2e,2.17,2.18,2.18,2.21,2.05,2.13,2.23,2.4,2.65,2.6,2.82,3.38,3.61,4.07,4.91,4.88,4.74,5.04,4.74,5.01,5.02,5.15,4.9,5.23,5.87,6.43,7.63,7.7,7.46
Paraguay,MtCO2e,2.07,2.02,2.47,2.82,3.34,3.78,3.72,4.11,4.27,4.27,3.52,3.62,3.78,3.94,3.97,3.7,3.83,3.95,4.18,4.37,5.04,5.22,5.18,5.3,5.63,6.37,7.15,8,8.42
Peru,MtCO2e,20.63,19.75,20.69,21.54,22.36,25.4,27.74,27.95,26.64,28.84,28.43,26.36,27.55,26.94,31.3,31.35,31.08,34.11,38.56,41.68,45.57,48.58,48.37,49.52,52.81,53.82,56.53,53.99,54.28
Philippines,MtCO2e,40.84,40.36,43.73,47.46,51.5,61.8,67.49,75.33,74.93,72.43,73.19,71.67,72.94,74.77,76.32,78.1,70.81,74.56,76.73,77.52,83.57,84.47,88.06,97.8,104.41,113.67,124.92,136.59,142.24
Poland,MtCO2e,350.21,351.63,343.37,344.02,339.75,340,355.32,344.63,318.41,308.98,295.7,293.6,287.28,297.7,301.81,301.35,314.09,313.37,308.32,297.26,313.74,310.59,303.35,298.33,285.74,289.05,299.74,312.82,312.74
Portugal,MtCO2e,41.07,42.77,46.77,45.79,47.3,50.69,48.74,50.93,55.6,62.21,61.66,61.38,65.61,60.52,62.13,65.47,60.45,58.8,56.84,56.3,50.94,49.87,48.22,46.55,45.93,49.85,48.76,53.33,49.78
Qatar,MtCO2e,12.54,14.61,14.68,15.49,16.25,17.02,17.91,19.45,20.81,22.95,21.73,23.49,27.6,28.91,31.91,41.28,44.98,51.05,55.23,57.17,62.27,65.77,73.29,74.6,80.4,83.31,85.28,87.68,90.17
Republic of Congo,MtCO2e,0.84,3.08,3.01,2.99,2.78,2.93,2.8,3.34,3.23,2.95,2.86,2.99,2.8,2.94,2.86,4.82,4.95,5.13,5.41,5.44,4.98,4.86,4.75,4,4.08,3.44,3.35,3.22,3.22
Romania,MtCO2e,172.63,142.38,125.99,117.64,115.09,120.73,123.95,113.42,99.39,85.5,88.88,94.11,93.59,99.62,96.73,95.81,98.94,96.44,95.21,80.52,77.5,83.95,81.73,72.01,71.41,72.9,71.14,74.1,74.88
Russia,MtCO2e,2164.87,2141.42,2005.43,1821.79,1612.87,1564.9,1534.38,1427.06,1418.51,1456.15,1489.5,1490.53,1491.72,1522.19,1534.12,1530.85,1590.09,1591.51,1613.14,1495.17,1583.16,1661.78,1666.86,1624.02,1606.86,1557.53,1530.9,1557.19,1607.55
Rwanda,MtCO2e,0.52,0.47,0.48,0.48,0.46,0.45,0.46,0.48,0.48,0.5,0.52,0.52,0.52,0.51,0.52,0.51,0.51,0.54,0.53,0.56,0.57,0.65,0.72,0.78,0.81,0.93,1.05,1.05,1.08
Saint Kitts and Nevis,MtCO2e,0.11,0.11,0.15,0.14,0.15,0.15,0.15,0.16,0.18,0.18,0.19,0.21,0.23,0.23,0.24,0.22,0.23,0.25,0.25,0.7,0.24,0.26,0.35,0.23,0.23,0.24,0.24,0.24,0.26
Saint Lucia,MtCO2e,0.17,0.18,0.27,0.26,0.28,0.31,0.32,0.32,0.36,0.37,0.36,0.42,0.38,0.42,0.42,0.38,0.41,0.32,0.32,1.05,0.4,0.38,0.52,0.32,0.36,0.38,0.35,0.37,0.39
Saint Vincent and the Grenadines,MtCO2e,0.08,0.09,0.12,0.12,0.14,0.15,0.15,0.16,0.19,0.19,0.16,0.2,0.23,0.23,0.25,0.25,0.25,0.3,0.22,0.99,0.25,0.23,0.4,0.21,0.29,0.22,0.27,0.27,0.28
Samoa,MtCO2e,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.16,0.16,0.17,0.19,0.19,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.21,0.24,0.3,0.3,0.32
Sao Tome and Principe,MtCO2e,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.13,0.14
Saudi Arabia,MtCO2e,166.39,186.61,199.35,206.21,218.79,222.4,234.09,214.93,230.41,234.53,244.34,248.6,266.91,278.11,294.21,308.97,328.35,347.53,382.24,399.63,439.23,456.67,488.75,499.38,536.81,561.14,556.74,540.7,514.6
Senegal,MtCO2e,2.33,2.33,2.57,2.5,2.61,2.76,2.93,3.21,3.6,3.96,4.06,4.45,4.58,4.49,5.39,5.67,5.57,6.2,6.4,6.65,7.03,7.57,7.46,8.01,8.57,9.28,9.92,9.57,9.86
Serbia,MtCO2e,61.91,52.2,48.9,43.21,39.64,45.34,52.69,57.27,57.3,40.78,43.98,46.17,49.71,53.1,57.55,51.51,53.76,52.58,51.35,47.07,46.66,50.81,45.45,46.15,38.72,45.16,46.24,46.9,45.54
Seychelles,MtCO2e,0.15,0.17,0.18,0.19,0.21,0.2,0.24,0.35,0.44,0.52,0.58,0.64,0.54,0.55,0.75,0.7,0.74,0.65,0.7,0.51,0.44,0.4,0.45,0.41,0.46,0.5,0.54,0.58,0.61
Sierra Leone,MtCO2e,0.34,0.36,0.46,0.46,0.48,0.25,0.3,0.23,0.26,0.15,0.4,0.43,0.53,0.58,0.57,0.48,0.63,0.54,0.55,0.55,0.59,0.77,0.89,1.07,1.18,0.94,0.96,0.97,1.02
Singapore,MtCO2e,29.72,31.29,32.18,37.37,39.24,38.88,39.86,39.5,37.99,38.47,42.58,42.27,41.37,38.22,39.62,36.9,37.17,38.29,38.42,38.83,42.41,44.77,43.69,43.92,44.46,45.5,46.16,47.43,47.36
Slovakia,MtCO2e,54.81,47.94,46.1,44.32,41.7,42.37,42.17,42.27,41.4,40.66,38.07,38.58,38.08,38.34,37.44,38.52,37.88,37.22,37.05,33.84,35.45,34.13,32.37,32.94,30.45,30.75,31.5,33.58,33
Slovenia,MtCO2e,13.53,12.74,12.83,13.56,13.61,14.47,15.29,15.73,15.5,14.91,14.54,15.38,15.52,15.42,15.71,15.93,16.31,16.3,17.39,15.53,15.81,15.73,15.17,14.6,13.17,13.17,13.93,14.14,14.05
Solomon Islands,MtCO2e,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.21,0.22,0.23,0.23,0.25,0.26,0.27,0.31,0.34,0.33,0.34,0.32,0.33,0.34,0.35,0.35,0.39,0.34,0.31,0.36,0.35,0.37
Somalia,MtCO2e,0.73,0.7,0.68,0.64,0.63,0.59,0.57,0.55,0.52,0.5,0.48,0.51,0.57,0.58,0.58,0.58,0.58,0.62,0.62,0.61,0.63,0.63,0.63,0.65,0.65,0.65,0.66,0.66,0.69
South Africa,MtCO2e,247.66,242.33,238.82,246.43,252.01,264.19,273.98,288.92,296.51,278.47,284.73,320.6,331.42,353.11,379.97,377.64,379.56,396.9,426.56,404.02,425.11,409.12,426.7,436.87,447.98,424.88,425.18,435.14,433.25
South Korea,MtCO2e,249.25,274.04,296.21,326.63,353.23,384.31,408.88,430.48,365.67,400.94,455.69,470.52,461.94,464.61,484.9,480.08,486.94,501.5,513.19,525.39,574.26,597.29,598.96,597.64,586,606.51,614.78,625.35,630.87
South Sudan,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.42,1.45,1.53,1.97,1.73,1.52,1.38
Spain,MtCO2e,215.02,222.21,232.48,218.11,228.46,240.58,230.1,248.61,256.22,278.31,293.31,294.79,312.75,318.66,335.56,350.5,341.78,354.68,324.16,287.49,273.25,274.4,269.27,242.8,240.96,256.28,247.03,263.44,258.34
Sri Lanka,MtCO2e,3.84,3.98,5.25,5.09,5.77,5.82,8.36,8.34,8.61,9.5,10.93,10.85,11.38,12.41,12.87,13.98,12.41,13.59,12.81,12.29,13.07,15.42,16.82,14.48,17.6,20.36,21.93,23.31,21.63
Sudan,MtCO2e,5.37,4.8,4.53,3.19,4.66,4.47,4.26,5.19,4.71,5.18,5.55,6.09,7.54,7.75,8.51,10.06,12.44,13.42,14.51,14.98,15.87,15.35,15.21,14.5,15.33,17.8,20.48,20.34,20.2
Suriname,MtCO2e,1.74,2.02,2.03,2.04,2.04,2.06,2.08,2.1,2.1,2.12,1.48,1.52,1.12,1.23,1.39,1.69,1.53,1.41,1.46,1.45,1.74,1.95,2.44,2.29,2.64,2.75,2.31,2.13,2.08
Sweden,MtCO2e,53.35,54.24,56.75,56.51,58.49,58.23,63.65,57.38,58.36,57.27,53.28,52.5,54.02,55.2,53.59,50.21,48.9,47.14,46.15,42.88,48.13,44.59,42.15,40.55,39.09,39.2,38.79,38.33,36
Switzerland,MtCO2e,43.33,45.67,45.7,43.45,42.59,43.44,44.01,42.75,44.25,44.53,43.71,45.16,43.57,44.84,45.28,45.85,45.48,43.54,44.96,43.67,45.21,41.19,42.47,43.48,39.73,39.03,39.61,38.62,37.48
Syria,MtCO2e,29.57,32.11,31.4,30.76,31.88,33.69,36.81,37.15,40.05,39.28,39.53,41.3,41.99,42.28,44.68,55.6,58.83,62.12,64.06,59.16,59.7,55.92,45.99,30.53,27.07,26.04,26.46,29.1,27.91
Tajikistan,MtCO2e,11.02,10.17,7.67,5.16,3.03,2.51,2.24,2.51,2.76,2.54,2.2,2.15,2.13,2.17,2.58,2.45,2.67,3.25,3.03,2.39,2.42,2.54,2.99,3.16,4.47,4.76,5.96,6.37,7.33
Tanzania,MtCO2e,1.89,1.86,1.86,1.91,1.91,2.73,3.07,2.89,2.69,2.52,2.95,3.13,3.57,3.76,5.1,5.68,6.06,5.91,6.1,5.93,6.91,8.16,9.87,10.81,10.72,11.69,10.92,11.36,11.58
Thailand,MtCO2e,88.56,97.67,107.44,122.06,136.22,154.76,173.59,176.75,155.69,162.5,163.13,171.83,182.81,190.85,208.81,216.11,218.09,224.15,228.31,221.3,235.52,234.62,252.07,262.46,258.66,263.08,260.72,260.66,257.86
Timor-Leste,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.17,0.17,0.2,0.21,0.2,0.2,0.21,0.23,0.24,0.25,0.3,0.46,0.53,0.61,0.69,0.6,0.64
Togo,MtCO2e,0.97,0.92,0.75,0.63,0.91,0.98,1.36,0.76,1.2,1.71,1.27,1.18,1.34,1.83,1.78,1.75,1.57,1.5,1.57,2.82,2.63,2.51,2.23,1.75,1.59,1.82,2.3,2.07,2.26
Tonga,MtCO2e,0.08,0.09,0.08,0.09,0.09,0.1,0.08,0.09,0.1,0.11,0.1,0.1,0.1,0.12,0.13,0.13,0.15,0.13,0.13,0.14,0.12,0.11,0.11,0.12,0.11,0.11,0.15,0.18,0.19
Trinidad and Tobago,MtCO2e,14.11,13,11.93,12.47,13.02,13.16,13.3,13.77,14.1,14.21,14.36,15.43,16.02,15.32,15.97,19.67,22.22,22.07,21.14,20.19,22.62,23.19,22.12,22.73,21.92,21.26,18.23,18.19,17.76
Tunisia,MtCO2e,13.75,14.42,15.18,16.52,16.65,17.04,17.6,18.18,18.92,19.84,20.93,21.65,21.73,21.87,22.83,23.14,24.07,24.52,24.79,25.09,27.44,25.72,26.68,26.77,28.83,29.67,28.99,29.89,29.98
Turkey,MtCO2e,139.22,143.82,149.83,155.63,153.93,168.26,185.45,193.59,193.85,192.87,216.62,197.78,208.12,219.16,224.6,235.01,261.09,288.97,287.2,287.83,297.12,317.72,328.88,318.17,340.64,351.59,374.59,415.9,412.97
Turkmenistan,MtCO2e,44.65,37.79,28.1,26.63,32.87,33.43,29.69,29.94,30.59,35.77,36.85,38.09,39.91,44.41,46.82,48.36,49.73,56.2,56.85,50.38,57.36,63.41,66.3,67.78,69.49,72.08,72.02,71.96,71.73
Tuvalu,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Uganda,MtCO2e,0.79,0.81,0.82,0.82,0.73,0.96,1.07,1.13,1.29,1.32,1.33,1.35,1.54,1.62,1.77,2.23,2.6,2.94,3.18,3.41,3.85,4.16,3.91,4.26,4.74,4.86,5.67,5.84,6.13
Ukraine,MtCO2e,688.62,651.93,574.64,499.31,415.67,399.25,346.11,328.25,309.29,305.73,297.38,300.55,303.94,330.23,307.14,295.4,303.99,312.14,301.33,252.29,269.46,283.52,277.29,268.6,237.61,190.87,201.25,174.84,185.37
United Arab Emirates,MtCO2e,55.4,61.5,59.64,62.15,68.29,72.64,75.81,81.45,83.85,86,84.54,96.26,98.12,103.53,109.98,116.28,121.46,131.69,156.2,157.18,162.82,166.32,175.73,184.1,183.84,194.04,199.46,208.25,200.3
United Kingdom,MtCO2e,556.68,570.34,552.98,540.52,535.39,524.29,544.66,522.33,525.03,522.36,530.12,544.48,530.23,542.08,542.32,540.6,541.64,529.16,514.41,465.12,481.79,444.42,467.08,453.06,414.85,400.37,378.89,366.38,358.8
United States,MtCO2e,4844.99,4808.09,4880.2,5000.35,5073.23,5126.9,5283.11,5547.99,5590.7,5610.3,5776.41,5749.25,5594.16,5659.63,5740.03,5756.08,5656.58,5740.27,5563.34,5159.55,5392.87,5172.1,4950.21,5089.5,5102.58,4982.79,4888.64,4813.72,4981.3
Uruguay,MtCO2e,3.85,4.37,4.77,4.49,4.27,4.69,5.45,5.56,5.78,6.78,5.46,4.95,4.53,4.49,5.46,5.41,6.33,5.85,7.75,7.67,6.28,7.61,8.52,7.36,6.5,6.59,6.53,6.08,6.52
Uzbekistan,MtCO2e,117.77,118.58,113.07,113.74,107.17,96.13,97.09,98.45,113.73,114.94,121.69,122.74,125.39,118.31,121.43,114.81,121.93,118.35,124.2,114.36,122.56,125.04,111.29,113.13,105.41,101.53,107.35,111.38,112.09
Vanuatu,MtCO2e,0.07,0.07,0.06,0.06,0.06,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.07,0.07,0.07,0.11,0.1,0.13,0.13,0.13,0.12,0.11,0.16,0.14,0.18,0.17,0.17
Venezuela,MtCO2e,103.12,102.39,104.75,110.14,110.33,116.94,130.63,135.93,132.52,127.48,134.39,137.29,145.58,138.1,142.74,157.57,149.89,152.78,163.49,163.93,171.4,170.18,183.93,187.68,188.35,173.88,162.06,148.74,138.16
Vietnam,MtCO2e,18.41,18.3,19.31,24.25,26.75,30.32,34.17,40.14,44.87,45.17,50.31,55.92,66.28,70.46,84.46,92.04,95.76,105.38,117.62,131.72,149.44,149.02,147.27,153.63,168.56,209.2,223.87,222.13,257.86
Yemen,MtCO2e,6.64,8.5,9.13,8.12,8.48,9.87,10.08,10.85,11.73,13.17,13.89,15.08,15.14,17.4,18.4,19.38,19.41,20.63,22.01,25.65,23.99,20.69,19.68,26.35,26.71,14.21,10.88,10.06,9.31
Zambia,MtCO2e,2.74,2.88,2.85,2.52,2.14,2.13,1.76,2.28,2.17,1.76,1.81,1.83,1.92,2.08,2.11,2.29,2.18,1.98,2.18,2.47,2.64,3.06,4.02,4.24,4.8,5.07,5.59,6.99,7.74
Zimbabwe,MtCO2e,16.53,18.3,18.47,17.08,15.96,15.48,14.86,13.83,14.07,15.82,13.7,13.9,12.49,10.18,9.77,10.51,9.83,9.76,7.6,7.75,9.81,11.49,12.11,12.36,12.15,12.4,10.99,10.23,12.27
