Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Macedonia,MtCO2e,FALSE,FALSE,0.26,0.25,0.24,0.26,0.25,0.25,0.23,0.26,0.29,0.32,0.3,0.38,0.37,0.44,0.46,0.47,0.46,0.45,0.41,0.49,0.34,0.38,0.34,0.35,0.44,0.44,0.44
Madagascar,MtCO2e,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.08,0.07,0.06,0.06,0.11,0.06,0.05,0.06,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Malawi,MtCO2e,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.07,0.05,0.07,0.06,0.07,0.04,0.06,0.05,0.07,0.08,0.07,0.09,0.09,0.07,0.08,0.06,0.13,0.17,0.18,0.2,0.2,0.2
Malaysia,MtCO2e,3.25,3.38,3.27,3.42,4.01,4.29,4.79,5.21,5.33,5.48,6.59,6.33,7.15,7.73,7.78,7.62,8.14,7.87,8.42,7.93,7.06,7.77,8.11,8.79,9.47,9.6,9.6,9.6,9.6
Maldives,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mali,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Malta,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Marshall Islands,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mauritania,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mauritius,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mexico,MtCO2e,10.74,10.95,11.75,12.39,13.84,11.03,12.27,12.91,13.41,13.9,14.57,14.06,14.55,14.65,15.35,16.67,17.82,18.97,18.64,17.86,17.05,17.77,18.41,17.44,18.26,19.16,19.35,19.35,19.35
Micronesia,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Moldova,MtCO2e,FALSE,FALSE,0.47,0.41,0.33,0.25,0.19,0.27,0.22,0.21,0.17,0.17,0.22,0.25,0.28,0.37,0.46,0.7,0.79,0.34,0.35,0.43,0.44,0.48,0.46,0.44,0.43,0.63,0.63
Mongolia,MtCO2e,0.13,0.08,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.06,0.06,0.06,0.07,0.09,0.11,0.12,0.1,0.17,0.16,0.16,0.1,0.18,0.18,0.19,0.19,0.19
Montenegro,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Morocco,MtCO2e,2.07,2.85,3.13,3.13,3.13,3.12,3.18,3.45,3.5,3.51,3.74,4.72,4.93,5.15,5.57,5.27,5.66,6.38,7,7.39,7.26,7.04,7.91,8.2,7.64,7.78,7.78,7.78,7.78
Mozambique,MtCO2e,0.03,0.03,0.01,0.01,0.02,0.02,0.07,0.09,0.09,0.09,0.11,0.11,0.2,0.24,0.22,0.2,0.24,0.26,0.29,0.3,0.34,0.37,0.45,0.51,0.58,0.61,0.73,0.73,0.73
Myanmar,MtCO2e,0.17,0.18,0.19,0.16,0.19,0.21,0.21,0.21,0.15,0.14,0.16,0.15,0.19,0.23,0.21,0.21,0.22,0.23,0.26,0.26,0.2,0.2,0.35,0.43,0.5,0.34,0.99,0.99,0.99
Namibia,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.13,0.23,0.3,0.33,0.36,0.37,0.37,0.37
Nauru,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nepal,MtCO2e,0.04,0.05,0.1,0.11,0.13,0.13,0.13,0.09,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.46,0.52,0.8,1.03,1.14,1.18,0.76,0.84,0.84,0.84
Netherlands,MtCO2e,0.42,0.5,0.45,0.46,0.46,0.43,0.32,0.38,0.43,0.52,0.47,0.48,0.49,0.43,0.45,0.42,0.4,0.4,0.4,0.42,0.35,0.35,0.31,0.27,0.28,0.25,0.24,0.3,0.3
New Zealand,MtCO2e,0.45,0.44,0.48,0.49,0.5,0.54,0.51,0.53,0.49,0.53,0.53,0.53,0.55,0.53,0.49,0.58,0.54,0.69,0.64,0.59,0.56,0.53,0.57,0.59,0.62,0.62,0.49,0.44,0.44
Nicaragua,MtCO2e,0.09,0.1,0.12,0.11,0.13,0.14,0.15,0.16,0.16,0.15,0.23,0.22,0.23,0.37,0.22,0.22,0.22,0.21,0.21,0.21,0.24,0.27,0.24,0.25,0.27,0.27,0.27,0.27,0.27
Niger,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02
Nigeria,MtCO2e,1.44,1.44,1.43,1.31,1.07,1.06,1.03,1.02,1.09,1.01,1.01,0.97,0.84,0.92,0.92,1.07,1.3,1.82,3.85,3.85,3.86,4.59,6.12,7.78,7.75,8.14,8.52,8.52,8.52
Niue,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
North Korea,MtCO2e,6.52,6.51,6.91,6.9,6.9,6.89,6.88,2.83,1.29,1.61,1.85,2.07,2.13,2.2,2.23,2.25,2.41,2.36,2.45,2.44,2.33,2.38,2.45,2.72,2.75,2.76,2.8,2.8,2.8
Norway,MtCO2e,0.63,0.59,0.65,0.84,0.84,0.88,0.86,0.92,0.9,0.89,0.89,0.85,0.88,0.9,0.72,0.78,0.8,0.87,0.83,0.84,0.75,0.75,0.73,0.73,0.73,0.67,0.68,0.77,0.77
Oman,MtCO2e,0.42,0.41,0.4,0.41,0.49,0.47,0.5,0.5,0.52,0.48,0.48,0.52,0.63,0.91,0.93,0.94,1.27,1.41,1.43,1.44,1.61,1.77,1.77,1.56,1.75,1.81,1.71,1.71,1.71
Pakistan,MtCO2e,3.05,3.16,3.17,3.38,3.29,3.48,3.6,3.64,3.6,3.87,3.99,4.41,4.39,5.17,5.94,6.7,8.06,9.91,11.76,11.41,11.45,10.97,11.31,11.85,12.21,12.72,14.14,14.14,14.14
Palau,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panama,MtCO2e,0.13,0.13,0.11,0.25,0.27,0.26,0.28,0.3,0.32,0.32,0.4,0.35,0.31,0.37,0.43,0.43,0.43,0.42,0.73,0.66,0.59,0.69,0.9,0.92,0.85,0.85,0.85,0.85,0.85
Papua New Guinea,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Paraguay,MtCO2e,0.14,0.14,0.22,0.21,0.26,0.29,0.27,0.27,0.25,0.24,0.24,0.2,0.19,0.22,0.21,0.23,0.23,0.21,0.23,0.27,0.25,0.2,0.29,0.22,0.26,0.35,0.35,0.35,0.35
Peru,MtCO2e,0.99,0.99,0.94,1.13,1.43,1.71,1.73,1.94,1.95,1.71,1.75,1.75,1.75,1.74,1.98,2.17,2.44,2.58,2.8,3.22,3.31,3.33,3.95,4.12,4.21,4.11,3.98,3.98,3.98
Philippines,MtCO2e,2.79,3.02,2.9,3.46,4.14,4.54,5.33,6.28,5.49,5.33,5.06,3.62,5.55,5.36,5.42,6.22,4.88,5.16,5.17,5.67,6.05,6.12,7.22,7.71,8.42,9.51,9.88,9.88,9.88
Poland,MtCO2e,5.45,5.41,5.54,5.15,6.64,6.67,6.22,6.74,6.33,6.18,6.11,4.96,4.67,4.57,5.07,5.06,5.98,7.05,6.69,5.76,6.22,7.38,6.38,5.87,6.46,6.34,6.53,7,7
Portugal,MtCO2e,3.18,3.27,3.14,3.19,3.29,3.46,3.39,3.56,3.54,3.83,3.81,3.63,3.91,3.62,4,4.09,4,4.17,4.01,3.22,3.38,2.81,2.55,2.81,3.1,2.92,2.3,2.53,2.53
Qatar,MtCO2e,0.11,0.22,0.22,0.22,0.19,0.19,0.28,0.27,0.39,0.4,0.47,0.47,0.5,0.51,0.5,0.52,0.55,0.87,1.36,1.47,1.35,1.77,1.91,1.86,2.1,2.1,2.1,2.1,2.1
Republic of Congo,MtCO2e,0.04,0.04,0.05,0.05,0.04,0.04,0.02,0.01,FALSE,FALSE,0.01,FALSE,FALSE,FALSE,FALSE,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.06,0.1,0.18,0.27,0.37,0.37,0.37
Romania,MtCO2e,4.45,3.2,2.91,2.83,2.77,3.15,3.2,3,2.92,2.65,2.66,2.77,2.64,2.65,2.99,3.17,3.66,4.05,4.14,3.09,2.78,3.09,3.15,2.69,2.94,3.34,3.18,3.31,3.31
Russia,MtCO2e,FALSE,FALSE,26.72,21.99,16.48,16.65,12.72,12.27,11.92,13.17,15.11,15.86,17.12,18.67,20.92,22.26,24.54,27.64,23.63,19.75,22.69,25.09,26.25,27.2,26.37,23.07,20.34,20.42,20.53
Rwanda,MtCO2e,0.03,0.02,0.02,0.02,0,0,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.07,0.13,0.13,0.13
Saint Kitts and Nevis,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saint Lucia,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saint Vincent and the Grenadines,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Samoa,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sao Tome and Principe,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Saudi Arabia,MtCO2e,5.81,5.5,7.41,7.39,7.24,7.6,7.91,7.41,7.59,7.83,8.69,9.87,11.15,11.55,11.72,11.53,12.39,14.18,18.37,20.18,20.99,22.33,25.37,28.22,29.85,29.67,28.88,24,22.87
Senegal,MtCO2e,0.19,0.2,0.25,0.24,0.28,0.28,0.33,0.35,0.41,0.4,0.54,0.62,0.66,0.68,0.95,1.04,1.13,1.22,1.19,1.28,1.57,1.79,1.79,2.02,1.9,1.79,1.78,1.78,1.78
Serbia,MtCO2e,FALSE,FALSE,0.91,0.49,0.74,0.79,1.04,0.96,1.08,0.77,1.05,1.17,1.13,0.95,1.2,1.19,1.3,1.34,1.45,1.11,1.05,1.03,0.88,0.77,0.67,0.69,0.75,0.75,0.75
Seychelles,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sierra Leone,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Singapore,MtCO2e,0.75,0.81,0.77,1.21,1.26,1.3,1.34,1.33,0.94,0.67,0.46,0.24,0.08,0.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Slovakia,MtCO2e,FALSE,FALSE,1.31,1.03,1.11,1.16,1.1,1.22,1.82,1.83,1.19,1.21,1.17,0.92,1.22,1.26,1.39,1.49,1.6,1.21,0.86,1.26,1.1,1.14,1.27,1.31,1.34,1.37,1.37
Slovenia,MtCO2e,FALSE,FALSE,0.38,0.29,0.38,0.41,0.44,0.44,0.46,0.46,0.49,0.51,0.44,0.45,0.47,0.49,0.51,0.54,0.59,0.42,0.36,0.31,0.32,0.39,0.42,0.37,0.34,0.41,0.41
Solomon Islands,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Somalia,MtCO2e,0.02,0,0.01,0.01,0.01,0.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
South Africa,MtCO2e,3.81,3.63,3.43,3.59,3.85,4.42,4.38,4.76,4.25,3.92,3.87,3.78,4.26,4.51,4.39,5.06,5.4,5.41,4.99,5.43,4.82,4.43,4.41,4.66,4.68,5.21,5.21,5.21,5.21
South Korea,MtCO2e,17.44,18.21,20.29,23.73,25.79,27,27.2,28.16,21.98,22.78,23.79,24.66,26.04,26.83,25.11,22.41,22.23,24.09,24.35,23.3,23.34,23.53,23.49,23.09,23.32,24.46,25.57,25.32,25.09
South Sudan,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spain,MtCO2e,12.28,11.7,10.44,9.91,11.5,12.36,12.11,12.75,13.81,14.43,14.73,15.01,15.53,16.04,16.29,16.79,16.74,16.82,14.39,11.4,11.2,9.52,8.75,7.64,8.9,9.22,9.41,9.45,9.45
Sri Lanka,MtCO2e,0.16,0.16,0.33,0.27,0.38,0.36,0.38,0.39,0.35,0.39,0.41,0.45,0.41,0.46,0.55,0.59,0.63,0.65,0.69,0.72,0.66,0.75,0.76,0.74,0.72,0.87,1.03,1.03,1.03
Sudan,MtCO2e,0.07,0.07,0.1,0.1,0.07,0.16,0.16,0.11,0.08,0.09,0.06,0.08,0.08,0.11,0.12,0.13,0.08,0.13,0.1,0.24,0.74,1.15,1.34,1.38,1.35,1.44,1.55,1.55,1.55
Suriname,MtCO2e,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.06,0.06,0.06,0.06
Sweden,MtCO2e,1.27,1.14,1.09,1.09,1.11,1.3,1.23,1.1,1.13,1.14,1.29,1.33,1.28,1.21,1.28,1.31,1.44,1.34,1.4,1.26,1.32,1.36,1.48,1.4,1.4,1.54,1.55,1.48,1.48
Switzerland,MtCO2e,2.58,2.25,2.11,1.91,2.11,1.99,1.79,1.61,1.61,1.61,1.73,1.76,1.69,1.65,1.75,1.85,1.85,1.89,1.86,1.85,1.96,1.93,1.81,1.83,1.88,1.72,1.77,1.76,1.76
Syria,MtCO2e,1.46,1.45,1.52,1.84,1.82,1.79,1.79,1.92,1.81,2,1.79,1.9,1.74,1.75,1.69,1.64,1.7,1.85,1.91,1.86,2.15,1.77,2.09,1.39,1.33,1.4,0.7,0.7,0.7
Tajikistan,MtCO2e,FALSE,FALSE,0.18,0.14,0.09,0.05,0.02,0.02,0.01,0.01,0.02,0.03,0.04,0.07,0.08,0.11,0.12,0.13,0.08,0.08,0.12,0.12,0.1,0.15,0.45,0.55,0.53,0.53,0.53
Tanzania,MtCO2e,0.22,0.22,0.22,0.22,0.13,0.24,0.3,0.25,0.32,0.34,0.34,0.36,0.41,0.47,0.51,0.54,0.54,0.63,0.68,0.75,0.89,0.92,0.99,0.91,1.09,1.22,1.24,1.24,1.24
Thailand,MtCO2e,7.68,7.66,9.27,11.41,12.7,14.82,16.47,15.78,9.66,10.78,10.85,11.84,13.41,13.74,15,15.91,16.41,14.7,13.13,14.09,12.1,12.84,13.13,14.93,14.66,15.18,16.74,16.74,16.74
Timor-Leste,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Togo,MtCO2e,0.4,0.4,0.37,0.38,0.32,0.4,0.41,0.1,0.37,0.62,0.32,0.4,0.49,0.74,0.75,0.78,0.68,0.6,0.47,0.55,0.55,0.62,0.61,0.47,0.44,0.81,0.81,0.81,0.81
Tonga,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trinidad and Tobago,MtCO2e,0.19,0.21,0.21,0.23,0.25,0.24,0.26,0.28,0.3,0.29,0.32,0.3,0.31,0.32,0.32,0.28,0.36,0.36,0.38,0.34,0.31,0.32,0.25,0.31,0.33,0.33,0.28,0.28,0.28
Tunisia,MtCO2e,1.56,1.88,1.87,2,2.14,2.29,2.11,2.04,2.11,2.23,2.58,2.6,2.71,2.7,2.96,2.96,3.08,3.11,3.29,3.3,3.49,3.04,2.93,2.96,3.63,3.79,3.59,3.59,3.59
Turkey,MtCO2e,10.44,12.02,13.27,13.05,13.49,14.13,14.66,15.1,15.29,14.59,15.18,15.09,15.51,16.02,17.21,19.12,20.84,22.78,24.84,26.56,29.28,30.53,30.45,32.99,33.47,32.62,35.72,37.27,38.84
Turkmenistan,MtCO2e,FALSE,FALSE,0.45,0.45,0.28,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.22,0.26,0.36,0.36,0.39,0.42,0.44,0.74,0.89,1.01,1.1,1.26,1.33,1.33,1.33
Tuvalu,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Uganda,MtCO2e,0.01,0.02,0.02,0.02,0.01,0.04,0.1,0.12,0.13,0.14,0.15,0.17,0.2,0.2,0.22,0.25,0.25,0.25,0.46,0.45,0.52,0.64,0.68,0.79,0.83,0.91,0.97,0.97,0.97
Ukraine,MtCO2e,FALSE,FALSE,8.68,6.4,4.99,3.41,2.16,2.42,2.79,2.54,2.26,2.48,2.82,3.61,4.26,4.79,5.48,6.16,6.29,2.59,2.88,3.9,3.28,3.4,3.3,3.28,3.62,3.54,3.54
United Arab Emirates,MtCO2e,1.36,1.44,1.56,1.63,2.02,2.38,2.39,2.08,2.77,2.75,2.36,2.31,2.6,2.91,3.2,3.48,4.59,5.79,7.83,6.83,6.45,6.37,5.35,5.47,5.59,5.59,5.59,5.59,5.59
United Kingdom,MtCO2e,7.29,5.99,5.46,5.53,6.37,6.29,6.42,6.71,6.84,6.53,6.33,5.84,5.99,5.87,5.98,5.94,5.89,6.12,5.21,3.72,3.79,4.1,3.72,4.03,4.21,4.45,4.55,4.41,4.41
United States,MtCO2e,33.48,32.74,32.99,34.84,36.31,37.08,37.31,38.56,39.46,40.24,41.45,41.61,43.16,43.35,45.89,46.19,46.85,45.51,41.42,29.61,31.45,32.21,35.27,36.37,39.44,39.91,39.44,40.32,41.21
Uruguay,MtCO2e,0.23,0.23,0.23,0.23,0.32,0.27,0.31,0.35,0.39,0.35,0.31,0.45,0.44,0.46,0.27,0.26,0.26,0.26,0.25,0.42,0.33,0.38,0.34,0.33,0.32,0.29,0.29,0.29,0.29
Uzbekistan,MtCO2e,FALSE,FALSE,2.49,2.37,2.1,1.54,1.43,1.5,1.59,1.5,1.48,1.68,1.69,1.79,2.13,2.27,2.35,2.55,2.83,2.9,2.92,2.79,2.79,2.87,3.02,3.24,3.41,3.41,3.41
Vanuatu,MtCO2e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Venezuela,MtCO2e,2.37,2.86,2.98,3.09,3.12,3.46,3.4,3.66,3.69,3.82,3.86,3.86,3.08,3.35,2.15,2.47,4.65,3.32,3.25,3.14,2.81,3.04,3.17,3.31,3.15,3.26,3.18,3.18,3.18
Vietnam,MtCO2e,1.02,1.22,1.63,1.71,1.91,2.36,2.67,3.24,3.93,4.23,5.36,6.45,8.44,9.6,10.36,12.15,12.76,14.28,15.28,18.63,21.3,22.04,20.94,21.99,23.09,25.53,29.26,29.84,30.29
Yemen,MtCO2e,0.35,0.35,0.33,0.33,0.32,0.44,0.41,0.49,0.47,0.57,0.54,0.57,0.58,0.56,0.55,0.54,0.52,0.63,0.76,0.76,0.67,0.34,0.96,1.15,0.98,0.98,0.76,0.76,0.76
Zambia,MtCO2e,0.18,0.15,0.14,0.14,0.11,0.13,0.14,0.16,0.14,0.12,0.15,0.09,0.09,0.14,0.16,0.17,0.22,0.21,0.21,0.34,0.43,0.47,0.6,0.7,0.85,0.81,1.04,1.04,1.04
Zimbabwe,MtCO2e,0.29,0.36,0.37,0.41,0.44,0.4,0.41,0.45,0.45,0.4,0.4,0.32,0.24,0.16,0.2,0.24,0.27,0.15,0.15,0.27,0.31,0.38,0.57,0.46,0.5,0.5,0.58,0.58,0.58
